customer_id,first_name,last_name,email,country,Total_spent,Country_rank,overall_rank
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,India,71.81,56,575
320,ANTHONY,SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,"American Samoa",71.80,1,577
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,France,71.80,4,577
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,Mexico,71.77,29,579
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,Philippines,70.82,20,580
370,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,India,70.81,57,581
465,FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,Mexico,69.83,30,582
271,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,India,68.82,58,583
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,Austria,68.79,3,584
218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,Afghanistan,67.82,1,585
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,Turkey,66.84,15,586
458,LLOYD,DOWD,LLOYD.DOWD@sakilacustomer.org,Indonesia,66.81,14,587
568,ALBERTO,HENNING,ALBERTO.HENNING@sakilacustomer.org,Venezuela,66.79,7,588
492,LESTER,KRAUS,LESTER.KRAUS@sakilacustomer.org,India,65.84,59,589
586,KIRK,STCLAIR,KIRK.STCLAIR@sakilacustomer.org,Taiwan,64.81,10,590
252,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,"United Kingdom",64.78,9,591
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,India,62.85,60,592
110,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,China,59.86,52,593
61,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,Switzerland,58.86,3,594
97,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,Mozambique,58.82,3,595
395,JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,Sudan,57.81,2,596
318,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,Poland,52.88,8,597
281,LEONA,OBRIEN,LEONA.OBRIEN@sakilacustomer.org,China,50.86,53,598
248,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,"United States",50.85,36,599
